# Wavelength(nm)	Intensity(Rayleigh)	v'	v''	Substate	J'	J''
1928.6019	3.1203e-03	7	5	2	9.5	9.5
1825.8086	1.5789e-01	7	5	2	9.5	8.5
2057.8675	5.9558e-01	7	5	1	10.5	11.5
1929.5653	1.0705e-02	7	5	1	10.5	10.5
1825.4537	2.3831e-01	7	5	1	10.5	9.5
2080.5517	5.4142e-02	7	5	2	10.5	11.5
1940.2301	3.6660e-04	7	5	2	10.5	10.5
1826.8007	1.9968e-02	7	5	2	10.5	9.5
2082.7541	7.9756e-02	7	5	1	11.5	12.5
1941.1496	1.1503e-03	7	5	1	11.5	11.5
1826.5836	2.9251e-02	7	5	1	11.5	10.5
2107.2800	6.1886e-03	7	5	2	11.5	12.5
1953.0805	3.6052e-05	7	5	2	11.5	11.5
1828.9135	2.0764e-03	7	5	2	11.5	10.5
2109.3143	8.8841e-03	7	5	1	12.5	13.5
1953.9591	1.0464e-04	7	5	1	12.5	12.5
1828.8002	2.9641e-03	7	5	1	12.5	11.5
2135.7452	5.8893e-04	7	5	2	12.5	13.5
1967.2023	2.9762e-06	7	5	2	12.5	12.5
1832.1648	1.7828e-04	7	5	2	12.5	11.5
2137.6378	8.2674e-04	7	5	1	13.5	14.5
1968.0432	8.0678e-06	7	5	1	13.5	13.5
1832.1304	2.4885e-04	7	5	1	13.5	12.5
2166.0537	4.6896e-05	7	5	2	13.5	14.5
1982.6516	2.0741e-07	7	5	2	13.5	13.5
1836.5792	1.2688e-05	7	5	2	13.5	12.5
2167.8260	6.4560e-05	7	5	1	14.5	15.5
1983.4580	5.2859e-07	7	5	1	14.5	14.5
1836.6052	1.7366e-05	7	5	1	14.5	13.5
2198.3240	3.1405e-06	7	5	2	14.5	15.5
1999.4919	1.2254e-08	7	5	2	14.5	14.5
1842.1871	7.5100e-07	7	5	2	14.5	13.5
2000.2669	2.9543e-08	7	5	1	15.5	15.5
1842.2597	1.0102e-06	7	5	1	15.5	14.5
2017.7953	6.1351e-10	7	5	2	15.5	15.5
1849.0253	3.7080e-08	7	5	2	15.5	14.5
2019.3227	6.7328e+02	8	6	2	0.5	1.5
2000.5014	3.2207e+02	8	6	2	0.5	0.5
2027.5840	2.1770e+03	8	6	1	1.5	2.5
2000.8164	2.8892e+03	8	6	1	1.5	1.5
2033.9498	9.3312e+02	8	6	2	1.5	2.5
2002.4830	1.0254e+02	8	6	2	1.5	1.5
1983.9729	4.3530e+02	8	6	2	1.5	0.5
2041.2679	2.6063e+03	8	6	1	2.5	3.5
2003.3211	1.1573e+03	8	6	1	2.5	2.5
1977.1862	1.1653e+03	8	6	1	2.5	1.5
2049.9365	8.3921e+02	8	6	2	2.5	3.5
2005.7585	4.4201e+01	8	6	2	2.5	2.5
1975.1514	4.5153e+02	8	6	2	2.5	1.5
2056.3548	2.0502e+03	8	6	1	3.5	4.5
2006.8995	4.4627e+02	8	6	1	3.5	3.5
1970.2083	1.0796e+03	8	6	1	3.5	2.5
2067.2844	5.6143e+02	8	6	2	3.5	4.5
2010.3037	1.8201e+01	8	6	2	3.5	3.5
1967.7998	3.0430e+02	8	6	2	3.5	2.5
2072.9015	1.2275e+03	8	6	1	4.5	5.5
2011.5974	1.5439e+02	8	6	1	4.5	4.5
1964.2467	6.5438e+02	8	6	1	4.5	3.5
2086.0246	2.9242e+02	8	6	2	4.5	5.5
2016.1038	6.6129e+00	8	6	2	4.5	4.5
1961.8724	1.5275e+02	8	6	2	4.5	3.5
2090.9568	5.8393e+02	8	6	1	5.5	6.5
2017.4565	4.6765e+01	8	6	1	5.5	5.5
1959.3420	3.0068e+02	8	6	1	5.5	4.5
2106.2094	1.2131e+02	8	6	2	5.5	6.5
2023.1582	2.0538e+00	8	6	2	5.5	5.5
1957.3218	5.9749e+01	8	6	2	5.5	4.5
2110.5690	2.2495e+02	8	6	1	6.5	7.5
2024.5152	1.2252e+01	8	6	1	6.5	6.5
1955.5347	1.0938e+02	8	6	1	6.5	5.5
2127.9055	4.0652e+01	8	6	2	6.5	7.5
2031.4796	5.3852e-01	8	6	2	6.5	6.5
1954.1091	1.8620e+01	8	6	2	6.5	5.5
2131.7916	7.0924e+01	8	6	1	7.5	8.5
2032.8114	2.7569e+00	8	6	1	7.5	7.5
1952.8615	3.2105e+01	8	6	1	7.5	6.5
2151.1906	1.1113e+01	8	6	2	7.5	8.5
2041.0924	1.1868e-01	8	6	2	7.5	7.5
1952.2096	4.6841e+00	8	6	2	7.5	6.5
2154.6863	1.8433e+01	8	6	1	8.5	9.5
2042.3845	5.3081e-01	8	6	1	8.5	8.5
1951.3553	7.6843e+00	8	6	1	8.5	7.5
2176.1511	2.4978e+00	8	6	2	8.5	9.5
2052.0310	2.1979e-02	8	6	2	8.5	8.5
1951.6120	9.5968e-01	8	6	2	8.5	7.5
2179.3250	3.9723e+00	8	6	1	9.5	10.5
2053.2777	8.7324e-02	8	6	1	9.5	9.5
1951.0471	1.5117e+00	8	6	1	9.5	8.5
2202.8830	4.6778e-01	8	6	2	9.5	10.5
2064.3392	3.4235e-03	8	6	2	9.5	9.5
1952.3179	1.6139e-01	8	6	2	9.5	8.5
2205.7910	7.1291e-01	8	6	1	10.5	11.5
2065.5398	1.2254e-02	8	6	1	10.5	10.5
1951.9681	2.4507e-01	8	6	1	10.5	9.5
2231.4928	7.1955e-02	8	6	2	10.5	11.5
2078.0693	4.1967e-04	8	6	2	10.5	10.5
1954.3394	2.2333e-02	8	6	2	10.5	9.5
2234.1803	1.0705e-01	8	6	1	11.5	12.5
2079.2260	1.4678e-03	8	6	1	11.5	11.5
1954.1515	3.2897e-02	8	6	1	11.5	10.5
2262.0989	9.3217e-03	8	6	2	11.5	12.5
2093.2833	4.9859e-05	8	6	2	11.5	11.5
1957.6988	2.5565e-03	8	6	2	11.5	10.5
2264.6032	1.3508e-02	8	6	1	12.5	13.5
2094.3994	1.5025e-04	8	6	1	12.5	12.5
1957.6344	3.6679e-03	8	6	1	12.5	11.5
2294.8341	1.0159e-03	8	6	2	12.5	13.5
2110.0527	4.6927e-06	8	6	2	12.5	12.5
1962.4278	2.4285e-04	8	6	2	12.5	11.5
2297.1860	1.4388e-03	8	6	1	13.5	14.5
2111.1322	1.3164e-05	8	6	1	13.5	13.5
1962.4586	3.4049e-04	8	6	1	13.5	12.5
2329.8479	9.3611e-05	8	6	2	13.5	14.5
2128.4599	3.7587e-07	8	6	2	13.5	13.5
1968.5670	1.9190e-05	8	6	2	13.5	12.5
2332.0730	1.2997e-04	8	6	1	14.5	15.5
2129.5072	9.9049e-07	8	6	1	14.5	14.5
1968.6726	2.6363e-05	8	6	1	14.5	13.5
2367.3094	7.3321e-06	8	6	2	14.5	15.5
2148.5994	2.5774e-08	8	6	2	14.5	14.5
1976.1667	1.2627e-06	8	6	2	14.5	13.5
2149.6188	6.4121e-08	8	6	1	15.5	15.5
1976.3317	1.7035e-06	8	6	1	15.5	14.5
2170.5793	1.5160e-09	8	6	2	15.5	15.5
1985.2871	6.9160e-08	8	6	2	15.5	14.5
2171.1170	4.0028e+02	9	7	2	0.5	1.5
2150.5045	1.8856e+02	9	7	2	0.5	0.5
2180.2313	1.3004e+03	9	7	1	1.5	2.5
2150.7309	1.6963e+03	9	7	1	1.5	1.5
2187.3518	5.6901e+02	9	7	2	1.5	2.5
2152.8664	6.0687e+01	9	7	2	1.5	1.5
2132.5974	2.5577e+02	9	7	2	1.5	0.5
2195.5638	1.6035e+03	9	7	1	2.5	3.5
2153.7523	6.9719e+02	9	7	1	2.5	2.5
2124.9594	6.8148e+02	9	7	1	2.5	1.5
2205.2366	5.3061e+02	9	7	2	2.5	3.5
2156.7780	2.6714e+01	9	7	2	2.5	2.5
2123.2424	2.6975e+02	9	7	2	2.5	1.5
2212.5517	1.3112e+03	9	7	1	3.5	4.5
2158.0643	2.7776e+02	9	7	1	3.5	3.5
2117.6557	6.4432e+02	9	7	1	3.5	2.5
2224.7809	3.7204e+02	9	7	2	3.5	4.5
2162.2181	1.1376e+01	9	7	2	3.5	3.5
2115.6116	1.8662e+02	9	7	2	3.5	2.5
2231.2725	8.2377e+02	9	7	1	4.5	5.5
2163.7230	1.0029e+02	9	7	1	4.5	4.5
2111.5856	4.0189e+02	9	7	1	4.5	3.5
2246.0264	2.0525e+02	9	7	2	4.5	5.5
2169.1767	4.3246e+00	9	7	2	4.5	4.5
2109.6602	9.7027e+01	9	7	2	4.5	3.5
2251.7968	4.1527e+02	9	7	1	5.5	6.5
2170.7826	3.1999e+01	9	7	1	5.5	5.5
2106.7934	1.9154e+02	9	7	1	5.5	4.5
2269.0403	9.1139e+01	9	7	2	5.5	6.5
2177.6602	1.4239e+00	9	7	2	5.5	5.5
2105.3424	3.9645e+01	9	7	2	5.5	4.5
2274.1965	1.7122e+02	9	7	1	6.5	7.5
2179.2958	8.9122e+00	9	7	1	6.5	6.5
2103.3264	7.2832e+01	9	7	1	6.5	5.5
2293.9096	3.3031e+01	9	7	2	6.5	7.5
2187.6912	4.0048e-01	9	7	2	6.5	6.5
2102.6231	1.3004e+01	9	7	2	6.5	5.5
2298.5505	5.8367e+01	9	7	1	7.5	8.5
2189.3160	2.1518e+00	9	7	1	7.5	7.5
2101.2299	2.2508e+01	9	7	1	7.5	6.5
2320.7369	9.8680e+00	9	7	2	7.5	8.5
2199.3077	9.5657e-02	9	7	2	7.5	7.5
2101.4829	3.4673e+00	9	7	2	7.5	6.5
2324.9488	1.6569e+01	9	7	1	8.5	9.5
2200.9003	4.4893e-01	9	7	1	8.5	8.5
2100.5473	5.7092e+00	9	7	1	8.5	7.5
2349.6395	2.4492e+00	9	7	2	8.5	9.5
2212.5611	1.9405e-02	9	7	2	8.5	8.5
2101.9185	7.5738e-01	9	7	2	8.5	7.5
2353.4953	3.9357e+00	9	7	1	9.5	10.5
2214.1118	8.0679e-02	9	7	1	9.5	9.5
2101.3220	1.1944e+00	9	7	1	9.5	8.5
2380.7489	5.0822e-01	9	7	2	9.5	10.5
2227.5156	3.3450e-03	9	7	2	9.5	9.5
2103.9416	1.3618e-01	9	7	2	9.5	8.5
2384.3098	7.8836e-01	9	7	1	10.5	11.5
2229.0218	1.2521e-02	9	7	1	10.5	10.5
2103.5992	2.0739e-01	9	7	1	10.5	9.5
2414.2131	8.8779e-02	9	7	2	10.5	11.5
2244.2479	4.9085e-04	9	7	2	10.5	10.5
2107.5778	2.0243e-02	9	7	2	10.5	9.5
2417.5298	1.3356e-01	9	7	1	11.5	12.5
2245.7108	1.6738e-03	9	7	1	11.5	11.5
2107.4281	2.9881e-02	9	7	1	11.5	10.5
2450.1982	1.3114e-02	9	7	2	11.5	12.5
2262.8479	6.1533e-05	9	7	2	11.5	11.5
2112.8653	2.4888e-03	9	7	2	11.5	10.5
2453.3133	1.9196e-02	9	7	1	12.5	13.5
2264.2710	1.9323e-04	9	7	1	12.5	12.5
2112.8641	3.5745e-03	9	7	1	12.5	11.5
2488.8916	1.6468e-03	9	7	2	12.5	13.5
2283.4194	6.6111e-06	9	7	2	12.5	12.5
2119.8547	2.5290e-04	9	7	2	12.5	11.5
2491.8408	2.3552e-03	9	7	1	13.5	14.5
2284.8075	1.9259e-05	9	7	1	13.5	13.5
2119.9697	3.5447e-04	9	7	1	13.5	12.5
2530.5052	1.7677e-04	9	7	2	13.5	14.5
2306.0817	6.1172e-07	9	7	2	13.5	13.5
2128.6089	2.1159e-05	9	7	2	13.5	12.5
2533.3192	2.4771e-04	9	7	1	14.5	15.5
2307.4401	1.6664e-06	9	7	1	14.5	14.5
2128.8165	2.9012e-05	9	7	1	14.5	13.5
2575.2800	1.6305e-05	9	7	2	14.5	15.5
2330.9713	4.8700e-08	9	7	2	14.5	14.5
2139.2036	1.4448e-06	9	7	2	14.5	13.5
2332.3059	1.2516e-07	9	7	1	15.5	15.5
2139.4866	1.9403e-06	9	7	1	15.5	14.5
2358.2442	3.3674e-09	9	7	2	15.5	15.5
2151.7281	7.8993e-08	9	7	2	15.5	14.5
985.1185	4.0543e+01	3	0	2	0.5	1.5
979.2100	2.0006e+01	3	0	2	0.5	0.5
987.4844	1.2929e+02	3	0	1	1.5	2.5
979.3803	1.7460e+02	3	0	1	1.5	1.5
989.7458	5.1001e+01	3	0	2	1.5	2.5
979.9225	6.0266e+00	3	0	2	1.5	1.5
974.0760	2.5186e+01	3	0	2	1.5	0.5
991.7391	1.3735e+02	3	0	1	2.5	3.5
980.2357	6.2115e+01	3	0	1	2.5	2.5
972.2497	6.6489e+01	3	0	1	2.5	1.5
994.7989	3.9431e+01	3	0	2	2.5	3.5
981.0900	2.3446e+00	3	0	2	2.5	2.5
971.4370	2.3162e+01	3	0	2	2.5	1.5
996.4662	9.1715e+01	3	0	1	3.5	4.5
981.4675	2.0381e+01	3	0	1	3.5	3.5
970.1998	5.3864e+01	3	0	1	3.5	2.5
1000.2737	2.1496e+01	3	0	2	3.5	4.5
982.6958	8.1629e-01	3	0	2	3.5	3.5
969.3162	1.3100e+01	3	0	2	3.5	2.5
1001.6732	4.4461e+01	3	0	1	4.5	5.5
983.0918	5.7067e+00	3	0	1	4.5	4.5
968.4900	2.7171e+01	3	0	1	4.5	3.5
1006.1781	8.6481e+00	3	0	2	4.5	5.5
984.7292	2.3415e-01	3	0	2	4.5	4.5
967.6888	5.2607e+00	3	0	2	4.5	3.5
1007.3639	1.6325e+01	3	0	1	5.5	6.5
985.1200	1.3451e+00	3	0	1	5.5	5.5
967.1422	9.9355e+00	3	0	1	5.5	4.5
1012.5255	2.6362e+00	3	0	2	5.5	6.5
987.1858	5.6794e-02	3	0	2	5.5	5.5
966.5307	1.5666e+00	3	0	2	5.5	4.5
1013.5424	4.6327e+00	3	0	1	6.5	7.5
987.5606	2.6400e-01	3	0	1	6.5	6.5
966.1734	2.7507e+00	3	0	1	6.5	5.5
1019.3313	6.1794e-01	3	0	2	6.5	7.5
990.0659	9.9135e-03	3	0	2	6.5	6.5
965.8245	3.5358e-01	3	0	2	6.5	5.5
1020.2144	1.0224e+00	3	0	1	7.5	8.5
990.4205	4.2679e-02	3	0	1	7.5	7.5
965.5961	5.8637e-01	3	0	1	7.5	6.5
1026.6113	1.1245e-01	3	0	2	7.5	8.5
993.3729	1.5922e-03	3	0	2	7.5	7.5
965.5587	6.1699e-02	3	0	2	7.5	6.5
1027.3876	1.7751e-01	3	0	1	8.5	9.5
993.7065	5.4081e-03	3	0	1	8.5	8.5
965.4192	9.7665e-02	3	0	1	8.5	7.5
1034.3814	1.6021e-02	3	0	2	8.5	9.5
997.1120	1.9710e-04	3	0	2	8.5	8.5
965.7271	8.3907e-03	3	0	2	8.5	7.5
1035.0717	2.4236e-02	3	0	1	9.5	10.5
997.4255	6.0374e-04	3	0	1	9.5	9.5
965.6498	1.2722e-02	3	0	1	9.5	8.5
1042.6582	1.7995e-03	3	0	2	9.5	10.5
1001.2904	1.8842e-05	3	0	2	9.5	9.5
966.3271	8.9502e-04	3	0	2	9.5	8.5
1043.2782	2.6372e-03	3	0	1	10.5	11.5
1001.5851	5.1073e-05	3	0	1	10.5	10.5
966.2938	1.3604e-03	3	0	1	10.5	9.5
1051.4584	1.6029e-04	3	0	2	10.5	11.5
1005.9161	1.3890e-06	3	0	2	10.5	10.5
967.3585	7.5561e-05	3	0	2	10.5	9.5
1052.0207	2.2848e-04	3	0	1	11.5	12.5
1006.1938	3.5887e-06	3	0	1	11.5	11.5
967.3569	1.0806e-04	3	0	1	11.5	10.5
1060.8001	1.1386e-05	3	0	2	11.5	12.5
1010.9985	7.8390e-08	3	0	2	11.5	11.5
968.8234	5.0954e-06	3	0	2	11.5	10.5
1061.3143	1.5857e-05	3	0	1	12.5	13.5
1011.2610	2.1947e-07	3	0	1	12.5	12.5
968.8447	7.0779e-06	3	0	1	12.5	11.5
1070.7020	6.4838e-07	3	0	2	12.5	13.5
1016.5482	4.4334e-09	3	0	2	12.5	12.5
970.7252	2.7376e-07	3	0	2	12.5	11.5
1071.1760	8.8379e-07	3	0	1	13.5	14.5
1016.7969	1.0630e-08	3	0	1	13.5	13.5
970.7635	3.7356e-07	3	0	1	13.5	12.5
1081.1845	2.9750e-08	3	0	2	13.5	14.5
1022.5766	1.5153e-10	3	0	2	13.5	13.5
973.0689	1.1870e-08	3	0	2	13.5	12.5
1081.6245	3.9874e-08	3	0	1	14.5	15.5
1022.8132	4.0757e-10	3	0	1	14.5	14.5
973.1197	1.5895e-08	3	0	1	14.5	13.5
1092.2693	1.1073e-09	3	0	2	14.5	15.5
1029.0966	5.5926e-12	3	0	2	14.5	14.5
975.8607	4.1572e-10	3	0	2	14.5	13.5
1029.3224	1.2334e-11	3	0	1	15.5	15.5
975.9208	5.4765e-10	3	0	1	15.5	14.5
1036.1221	1.6803e-13	3	0	2	15.5	15.5
979.1076	1.1874e-11	3	0	2	15.5	14.5
1035.0128	1.1116e+02	4	1	2	0.5	1.5
1028.7588	5.5171e+01	4	1	2	0.5	0.5
1037.5720	3.5351e+02	4	1	1	1.5	2.5
1028.9457	4.8428e+02	4	1	1	1.5	1.5
1039.9387	1.4168e+02	4	1	2	1.5	2.5
1029.5345	1.6915e+01	4	1	2	1.5	1.5
1023.3464	7.1484e+01	4	1	2	1.5	0.5
1042.1218	3.8308e+02	4	1	1	2.5	3.5
1029.8846	1.7675e+02	4	1	1	2.5	2.5
1021.3851	1.9066e+02	4	1	1	2.5	1.5
1045.3365	1.1229e+02	4	1	2	2.5	3.5
1030.8076	6.7420e+00	4	1	2	2.5	2.5
1020.5844	6.8033e+01	4	1	2	2.5	1.5
1047.1830	2.6329e+02	4	1	1	3.5	4.5
1031.2344	5.9905e+01	4	1	1	3.5	3.5
1019.2500	1.6012e+02	4	1	1	3.5	2.5
1051.2012	6.3518e+01	4	1	2	3.5	4.5
1032.5609	2.4411e+00	4	1	2	3.5	3.5
1018.3826	4.0427e+01	4	1	2	3.5	2.5
1052.7657	1.3265e+02	4	1	1	4.5	5.5
1033.0129	1.7650e+01	4	1	1	4.5	4.5
1017.4898	8.4941e+01	4	1	1	4.5	3.5
1057.5402	2.6845e+01	4	1	2	4.5	5.5
1034.7836	7.3578e-01	4	1	2	4.5	4.5
1016.7160	1.7207e+01	4	1	2	4.5	3.5
1058.8763	5.1192e+01	4	1	1	5.5	6.5
1035.2330	4.3891e+00	4	1	1	5.5	5.5
1016.1266	3.2970e+01	4	1	1	5.5	4.5
1064.3675	8.6867e+00	4	1	2	5.5	6.5
1037.4710	1.8266e-01	4	1	2	5.5	5.5
1015.5610	5.4968e+00	4	1	2	5.5	4.5
1065.5207	1.5390e+01	4	1	1	6.5	7.5
1037.9045	9.0997e-01	4	1	1	6.5	6.5
1015.1784	9.7760e+00	4	1	1	6.5	5.5
1071.6996	2.1818e+00	4	1	2	6.5	7.5
1040.6238	3.7137e-02	4	1	2	6.5	6.5
1014.8995	1.3496e+00	4	1	2	6.5	5.5
1072.7065	3.6420e+00	4	1	1	7.5	8.5
1041.0360	1.5648e-01	4	1	1	7.5	7.5
1014.6587	2.2610e+00	4	1	1	7.5	6.5
1079.5541	4.2981e-01	4	1	2	7.5	8.5
1044.2461	5.9444e-03	4	1	2	7.5	7.5
1014.7201	2.5808e-01	4	1	2	7.5	6.5
1080.4434	6.8366e-01	4	1	1	8.5	9.5
1044.6354	2.2371e-02	4	1	1	8.5	8.5
1014.5775	4.1174e-01	4	1	1	8.5	7.5
1087.9492	6.6920e-02	4	1	2	8.5	9.5
1048.3443	7.9180e-04	4	1	2	8.5	8.5
1015.0168	3.8875e-02	4	1	2	8.5	7.5
1088.7432	1.0131e-01	4	1	1	9.5	10.5
1048.7114	2.5644e-03	4	1	1	9.5	9.5
1014.9429	5.8784e-02	4	1	1	9.5	8.5
1096.9038	8.2127e-03	4	1	2	9.5	10.5
1052.9267	8.1781e-05	4	1	2	9.5	9.5
1015.7871	4.5829e-03	4	1	2	9.5	8.5
1097.6199	1.2136e-02	4	1	1	10.5	11.5
1053.2730	2.4844e-04	4	1	1	10.5	10.5
1015.7622	6.7829e-03	4	1	1	10.5	9.5
1106.4378	8.1431e-04	4	1	2	10.5	11.5
1058.0033	7.1349e-06	4	1	2	10.5	10.5
1017.0318	4.3616e-04	4	1	2	10.5	9.5
1107.0895	1.1696e-03	4	1	1	11.5	12.5
1058.3306	1.9291e-05	4	1	1	11.5	11.5
1017.0420	6.2762e-04	4	1	1	11.5	10.5
1116.5722	6.4967e-05	4	1	2	11.5	12.5
1063.5852	4.9273e-07	4	1	2	11.5	11.5
1018.7538	3.3358e-05	4	1	2	11.5	10.5
1117.1702	9.1064e-05	4	1	1	12.5	13.5
1063.8954	1.2503e-06	4	1	1	12.5	12.5
1018.7896	4.6817e-05	4	1	1	12.5	11.5
1127.3293	4.1921e-06	4	1	2	12.5	13.5
1069.6853	2.8507e-08	4	1	2	12.5	12.5
1020.9578	2.0589e-06	4	1	2	12.5	11.5
1127.8823	5.7534e-06	4	1	1	13.5	14.5
1069.9802	6.7713e-08	4	1	1	13.5	13.5
1021.0124	2.8265e-06	4	1	1	13.5	12.5
1138.7332	2.1991e-07	4	1	2	13.5	14.5
1076.3174	1.3252e-09	4	1	2	13.5	13.5
1023.6503	1.0304e-07	4	1	2	13.5	12.5
1139.2483	2.9626e-07	4	1	1	14.5	15.5
1076.5987	3.0264e-09	4	1	1	14.5	14.5
1023.7189	1.3899e-07	4	1	1	14.5	13.5
1150.8099	9.4214e-09	4	1	2	14.5	15.5
1083.4972	4.9586e-11	4	1	2	14.5	14.5
1026.8391	4.2077e-09	4	1	2	14.5	13.5
1083.7664	1.0844e-10	4	1	1	15.5	15.5
1026.9181	5.5822e-09	4	1	1	15.5	14.5
1091.2417	1.6181e-12	4	1	2	15.5	15.5
1030.5332	1.4065e-10	4	1	2	15.5	14.5
1089.8680	1.6495e+02	5	2	2	0.5	1.5
1083.2257	8.1956e+01	5	2	2	0.5	0.5
1092.6430	5.2520e+02	5	2	1	1.5	2.5
1083.4290	7.2360e+02	5	2	1	1.5	1.5
1095.1349	2.1346e+02	5	2	2	1.5	2.5
1084.0780	2.5381e+01	5	2	2	1.5	1.5
1077.5059	1.0843e+02	5	2	2	1.5	0.5
1097.5330	5.8052e+02	5	2	1	2.5	3.5
1084.4693	2.7044e+02	5	2	1	2.5	2.5
1075.3920	2.9113e+02	5	2	1	2.5	1.5
1100.9293	1.7373e+02	5	2	2	2.5	3.5
1085.4789	1.0307e+01	5	2	2	2.5	2.5
1074.6152	1.0630e+02	5	2	2	2.5	1.5
1102.9815	4.1066e+02	5	2	1	3.5	4.5
1085.9628	9.4652e+01	5	2	1	3.5	3.5
1073.1714	2.5226e+02	5	2	1	3.5	2.5
1107.2457	1.0197e+02	5	2	2	3.5	4.5
1087.4110	3.8586e+00	5	2	2	3.5	3.5
1072.3350	6.5743e+01	5	2	2	3.5	2.5
1109.0019	2.1513e+02	5	2	1	4.5	5.5
1087.9288	2.9023e+01	5	2	1	4.5	4.5
1071.3680	1.3944e+02	5	2	1	4.5	3.5
1114.0911	4.5224e+01	5	2	2	4.5	5.5
1089.8631	1.2325e+00	5	2	2	4.5	4.5
1070.6408	2.9427e+01	5	2	2	4.5	3.5
1115.6034	8.7070e+01	5	2	1	5.5	6.5
1090.3823	7.6003e+00	5	2	1	5.5	5.5
1070.0044	5.6930e+01	5	2	1	5.5	4.5
1121.4803	1.5506e+01	5	2	2	5.5	6.5
1092.8307	3.2443e-01	5	2	2	5.5	5.5
1069.5088	9.9880e+00	5	2	2	5.5	4.5
1122.7947	2.7743e+01	5	2	1	6.5	7.5
1093.3349	1.6742e+00	5	2	1	6.5	6.5
1069.0996	1.7943e+01	5	2	1	6.5	5.5
1129.4313	4.1695e+00	5	2	2	6.5	7.5
1096.3149	6.9568e-02	5	2	2	6.5	6.5
1068.9209	2.6317e+00	5	2	2	6.5	5.5
1130.5859	7.0295e+00	5	2	1	7.5	8.5
1096.7969	3.0850e-01	5	2	1	7.5	7.5
1068.6684	4.4499e+00	5	2	1	7.5	6.5
1137.9643	8.8865e-01	5	2	2	7.5	8.5
1100.3208	1.2212e-02	5	2	2	7.5	7.5
1068.8657	5.4574e-01	5	2	2	7.5	6.5
1138.9893	1.4265e+00	5	2	1	8.5	9.5
1100.7783	4.7315e-02	5	2	1	8.5	8.5
1068.7222	8.7818e-01	5	2	1	8.5	7.5
1147.1002	1.5124e-01	5	2	2	8.5	9.5
1104.8566	1.7334e-03	5	2	2	8.5	8.5
1069.3375	8.9948e-02	5	2	2	8.5	7.5
1148.0196	2.3321e-01	5	2	1	9.5	10.5
1105.2897	6.0328e-03	5	2	1	9.5	9.5
1069.2706	1.3898e-01	5	2	1	9.5	8.5
1156.8616	2.0699e-02	5	2	2	9.5	10.5
1109.9326	2.0347e-04	5	2	2	9.5	9.5
1070.3349	1.1885e-02	5	2	2	9.5	8.5
1157.6942	3.0839e-02	5	2	1	10.5	11.5
1110.3427	6.4076e-04	5	2	1	10.5	10.5
1070.3226	1.7737e-02	5	2	1	10.5	9.5
1167.2723	2.2894e-03	5	2	2	10.5	11.5
1115.5611	1.9540e-05	5	2	2	10.5	10.5
1071.8597	1.2662e-03	5	2	2	10.5	9.5
1168.0330	3.3136e-03	5	2	1	11.5	12.5
1115.9500	5.6452e-05	5	2	1	11.5	11.5
1071.8868	1.8350e-03	5	2	1	11.5	10.5
1178.3578	2.0584e-04	5	2	2	11.5	12.5
1121.7563	1.5254e-06	5	2	2	11.5	11.5
1073.9166	1.0939e-04	5	2	2	11.5	10.5
1179.0587	2.9066e-04	5	2	1	12.5	13.5
1122.1263	4.1078e-06	5	2	1	12.5	12.5
1073.9724	1.5461e-04	5	2	1	12.5	11.5
1190.1459	1.5120e-05	5	2	2	12.5	13.5
1128.5345	9.9920e-08	5	2	2	12.5	12.5
1076.5126	7.7032e-06	5	2	2	12.5	11.5
1190.7966	2.0901e-05	5	2	1	13.5	14.5
1128.8874	2.5178e-07	5	2	1	13.5	13.5
1076.5896	1.0655e-05	5	2	1	13.5	12.5
1202.6667	9.1210e-07	5	2	2	13.5	14.5
1135.9137	5.3045e-09	5	2	2	13.5	13.5
1079.6566	4.4474e-07	5	2	2	13.5	12.5
1203.2752	1.2374e-06	5	2	1	14.5	15.5
1136.2516	1.2743e-08	5	2	1	14.5	14.5
1079.7495	6.0388e-07	5	2	1	14.5	13.5
1215.9530	4.5409e-08	5	2	2	14.5	15.5
1143.9141	2.4235e-10	5	2	2	14.5	14.5
1083.3596	2.1153e-08	5	2	2	14.5	13.5
1144.2388	5.3805e-10	5	2	1	15.5	15.5
1083.4645	2.8248e-08	5	2	1	15.5	14.5
1152.5580	8.8365e-12	5	2	2	15.5	15.5
1087.6344	8.3348e-10	5	2	2	15.5	14.5
1150.8616	2.0128e+02	6	3	2	0.5	1.5
1143.7764	9.9981e+01	6	3	2	0.5	0.5
1153.8791	6.4162e+02	6	3	1	1.5	2.5
1143.9940	8.8804e+02	6	3	1	1.5	1.5
1156.5249	2.6479e+02	6	3	2	1.5	2.5
1144.7236	3.1318e+01	6	3	2	1.5	1.5
1137.7135	1.3510e+02	6	3	2	1.5	0.5
1159.1685	7.2440e+02	6	3	1	2.5	3.5
1145.1604	3.4006e+02	6	3	1	2.5	2.5
1135.4235	3.6489e+02	6	3	1	2.5	1.5
1162.7847	2.2160e+02	6	3	2	2.5	3.5
1146.2828	1.3026e+01	6	3	2	2.5	2.5
1134.6885	1.3644e+02	6	3	2	2.5	1.5
1165.0746	5.2842e+02	6	3	1	3.5	4.5
1146.8326	1.2310e+02	6	3	1	3.5	3.5
1133.1193	3.2660e+02	6	3	1	3.5	2.5
1169.6348	1.3525e+02	6	3	2	3.5	4.5
1148.4366	5.0586e+00	6	3	2	3.5	3.5
1132.3366	8.7888e+01	6	3	2	3.5	2.5
